127.0.0.1, 2011-06-16 16:04:45, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2011-06-16 16:10:45, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 200, 0.241000
127.0.0.1, 2011-06-16 16:10:45, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 200, 0.220000
127.0.0.1, 2011-06-16 16:10:45, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-06-16 16:10:46, GET, /admin/static/images/header_bg.png, HTTP/1.1, 200, 0.005000
127.0.0.1, 2011-06-16 16:10:46, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 200, 0.008000
127.0.0.1, 2011-06-16 16:10:46, GET, /admin/static/images/menu.png, HTTP/1.1, 200, 0.024000
127.0.0.1, 2011-06-16 16:10:46, GET, /admin/static/images/start.png, HTTP/1.1, 200, 0.026000
127.0.0.1, 2011-06-16 16:10:46, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 200, 0.030000
127.0.0.1, 2011-06-16 16:10:46, POST, /admin/default/index, HTTP/1.1, 200, 0.042000
127.0.0.1, 2011-06-16 16:10:50, POST, /admin/default/index, HTTP/1.1, 303, 0.042000
127.0.0.1, 2011-06-16 16:10:50, GET, /admin/default/site, HTTP/1.1, 200, 0.072000
127.0.0.1, 2011-06-16 16:10:51, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 200, 0.003000
127.0.0.1, 2011-06-16 16:10:51, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 200, 0.006000
127.0.0.1, 2011-06-16 16:10:51, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-06-16 16:10:51, GET, /admin/static/images/small_button.png, HTTP/1.1, 200, 0.029000
127.0.0.1, 2011-06-16 16:10:51, GET, /admin/static/images/folder.png, HTTP/1.1, 200, 0.039000
127.0.0.1, 2011-06-16 16:10:51, POST, /admin/default/check_version, HTTP/1.1, 200, 0.515000
127.0.0.1, 2011-06-16 16:10:52, GET, /admin/default/twitter, HTTP/1.1, 200, 1.252000
127.0.0.1, 2011-06-16 16:11:04, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.139000
127.0.0.1, 2011-06-16 16:11:04, GET, /admin/static/images/search.png, HTTP/1.1, 200, 0.013000
127.0.0.1, 2011-06-16 16:11:04, GET, /admin/static/images/test_icon.png, HTTP/1.1, 200, 0.007000
127.0.0.1, 2011-06-16 16:11:04, GET, /admin/static/images/help.png, HTTP/1.1, 200, 0.018000
127.0.0.1, 2011-06-16 16:11:04, GET, /admin/static/images/delete_icon.png, HTTP/1.1, 200, 0.021000
127.0.0.1, 2011-06-16 16:11:05, GET, /admin/static/images/folder_sm.png, HTTP/1.1, 200, 0.003000
127.0.0.1, 2011-06-16 16:11:08, GET, /welcome/appadmin/index, HTTP/1.1, 200, 0.060000
127.0.0.1, 2011-06-16 16:11:14, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.116000
127.0.0.1, 2011-06-16 16:11:25, GET, /admin/default/peek/welcome/databases/sql.log, HTTP/1.1, 200, 0.084000
127.0.0.1, 2011-06-16 16:11:41, GET, /admin/default/design/welcome, HTTP/1.1, 200, 0.115000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/default/logout, HTTP/1.1, 303, 0.042000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/default/index, HTTP/1.1, 200, 0.042000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:43, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:12:44, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:12:44, POST, /admin/default/index, HTTP/1.1, 200, 0.067000
127.0.0.1, 2011-06-16 16:12:49, POST, /admin/default/index, HTTP/1.1, 303, 0.043000
127.0.0.1, 2011-06-16 16:12:49, GET, /admin/default/site, HTTP/1.1, 200, 0.051000
127.0.0.1, 2011-06-16 16:12:49, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:12:49, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:12:49, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:12:49, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:12:50, POST, /admin/default/check_version, HTTP/1.1, 200, 0.457000
127.0.0.1, 2011-06-16 16:12:51, GET, /admin/default/twitter, HTTP/1.1, 200, 1.502000
127.0.0.1, 2011-06-16 16:13:11, GET, /welcome, HTTP/1.1, 200, 0.043000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/css/handheld.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/js/modernizr-1.7.min.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/css/base.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/css/superfish.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/js/superfish.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/favicon.ico, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/images/poweredby.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/images/arrows-ffffff.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:12, GET, /welcome/static/images/shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:13:17, GET, /welcome/default/user/register, HTTP/1.1, 200, 0.045000
127.0.0.1, 2011-06-16 16:13:42, POST, /welcome/default/user/register, HTTP/1.1, 303, 0.223000
127.0.0.1, 2011-06-16 16:13:42, GET, /welcome/default/index, HTTP/1.1, 200, 0.044000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin, HTTP/1.1, 303, 0.016000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/default/site, HTTP/1.1, 200, 0.059000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:17:14, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.008000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:17:15, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:17:16, GET, /admin/default/twitter, HTTP/1.1, 200, 1.332000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin, HTTP/1.1, 303, 0.015000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/default/site, HTTP/1.1, 200, 0.059000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:21:17, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:21:18, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:21:19, GET, /admin/default/twitter, HTTP/1.1, 200, 1.235000
127.0.0.1, 2011-06-16 16:23:58, GET, /admin, HTTP/1.1, 303, 0.023000
127.0.0.1, 2011-06-16 16:23:58, GET, /admin/default/site, HTTP/1.1, 200, 0.057000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.013000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:23:59, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:24:00, GET, /admin/default/twitter, HTTP/1.1, 200, 1.148000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/default/site, HTTP/1.1, 200, 0.059000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.000000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:24:03, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.007000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.019000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/folder_locked.png, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.014000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/folder.png, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.006000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:24:04, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.008000
127.0.0.1, 2011-06-16 16:24:05, GET, /admin/default/twitter, HTTP/1.1, 200, 1.574000
127.0.0.1, 2011-06-16 16:26:17, POST, /admin/default/site, HTTP/1.1, 303, 9.886000
127.0.0.1, 2011-06-16 16:26:17, GET, /admin/default/site, HTTP/1.1, 200, 0.058000
127.0.0.1, 2011-06-16 16:26:19, GET, /admin/default/twitter, HTTP/1.1, 200, 1.111000
127.0.0.1, 2011-06-16 16:38:16, GET, /test, HTTP/1.1, 500, 5.649000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/default/ticket/test/127.0.0.1.2011-06-16.16-38-10.7692dc05-10a9-4660-8526-fda01b63df0b, HTTP/1.1, 200, 0.136000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/plugin_multiselect/jquery.dimensions.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.003000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/plugin_multiselect/jquery.multiselect.js, HTTP/1.1, 304, 0.009000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.016000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.016000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/js/web2py_ajax.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/images/help.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:38:21, GET, /admin/static/plugin_multiselect/jquery.multiselect.css, HTTP/1.1, 304, 0.030000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.004000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/ticket_section.png, HTTP/1.1, 200, 0.006000
127.0.0.1, 2011-06-16 16:38:22, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2011-06-16 16:43:17, GET, /test, HTTP/1.1, 200, 4.262000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/css/jquery.jgrowl.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/css/jgrowl.i2p.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/css/handheld.css, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/images/mylogo.png, HTTP/1.1, 200, 0.004000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/images/poweredby.png, HTTP/1.1, 200, 0.011000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/js/modernizr-1.5.min.js, HTTP/1.1, 200, 0.108000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/js/jquery.jgrowl_minimized.js, HTTP/1.1, 200, 0.125000
127.0.0.1, 2011-06-16 16:43:17, GET, /test/static/images/feed.png, HTTP/1.1, 200, 0.124000
127.0.0.1, 2011-06-16 16:43:18, GET, /test/static/favicon.ico, HTTP/1.1, 200, 0.001000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_links, HTTP/1.1, 200, 0.366000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_archive, HTTP/1.1, 200, 0.417000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_pages, HTTP/1.1, 200, 0.422000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_last_posts, HTTP/1.1, 200, 0.497000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_categories, HTTP/1.1, 200, 0.554000
127.0.0.1, 2011-06-16 16:43:19, GET, /test/default/json_get_sidebar_tags, HTTP/1.1, 200, 0.615000
